bug_id,title,description,error_code,bug_category,bug_domain,tech_stack,severity,environment,developer_role,root_cause,suggested_fix,explanation,created_at
BUG_039090,CI/CD Bug detected in system,This issue relates to a ci/cd bug occurring in the application.,401.0,CI/CD Bug,DevOps,Spring Boot,Medium,Development,Full-Stack Developer,Misconfiguration or logic issue related to ci/cd bug,Review and fix the ci/cd bug according to best practices,This bug requires a full-stack developer due to its nature.,2025-05-31
BUG_039091,Database Bug detected in system,This issue relates to a database bug occurring in the application.,401.0,Database Bug,Mobile,PostgreSQL,Low,Staging,Cloud Engineer,Misconfiguration or logic issue related to database bug,Review and fix the database bug according to best practices,This bug requires a cloud engineer due to its nature.,2025-05-24
BUG_039092,Monitoring Bug detected in system,This issue relates to a monitoring bug occurring in the application.,,Monitoring Bug,Cloud,Angular,Low,Staging,Full-Stack Developer,Misconfiguration or logic issue related to monitoring bug,Review and fix the monitoring bug according to best practices,This bug requires a full-stack developer due to its nature.,2025-03-28
BUG_039093,Monitoring Bug detected in system,This issue relates to a monitoring bug occurring in the application.,,Monitoring Bug,Mobile,React,Critical,Staging,DevOps Engineer,Misconfiguration or logic issue related to monitoring bug,Review and fix the monitoring bug according to best practices,This bug requires a devops engineer due to its nature.,2025-08-10
BUG_039094,Authorization Bug detected in system,This issue relates to a authorization bug occurring in the application.,400.0,Authorization Bug,Data,Django,Critical,Staging,Data Engineer,Misconfiguration or logic issue related to authorization bug,Review and fix the authorization bug according to best practices,This bug requires a data engineer due to its nature.,2025-11-12
BUG_039095,CI/CD Bug detected in system,This issue relates to a ci/cd bug occurring in the application.,503.0,CI/CD Bug,Backend Systems,Django,High,Staging,Mobile Developer,Misconfiguration or logic issue related to ci/cd bug,Review and fix the ci/cd bug according to best practices,This bug requires a mobile developer due to its nature.,2025-12-24
BUG_039096,Security Vulnerability detected in system,This issue relates to a security vulnerability occurring in the application.,,Security Vulnerability,Mobile,Vue,Medium,Production,DevOps Engineer,Misconfiguration or logic issue related to security vulnerability,Review and fix the security vulnerability according to best practices,This bug requires a devops engineer due to its nature.,2025-06-05
BUG_039097,UI Bug detected in system,This issue relates to a ui bug occurring in the application.,,UI Bug,Web Development,Node.js,Low,Production,Mobile Developer,Misconfiguration or logic issue related to ui bug,Review and fix the ui bug according to best practices,This bug requires a mobile developer due to its nature.,2025-08-27
BUG_039098,UI Bug detected in system,This issue relates to a ui bug occurring in the application.,503.0,UI Bug,Web Development,MongoDB,High,Staging,Backend Developer,Misconfiguration or logic issue related to ui bug,Review and fix the ui bug according to best practices,This bug requires a backend developer due to its nature.,2025-11-18
BUG_039099,Monitoring Bug detected in system,This issue relates to a monitoring bug occurring in the application.,404.0,Monitoring Bug,Mobile,Angular,Medium,Development,Backend Developer,Misconfiguration or logic issue related to monitoring bug,Review and fix the monitoring bug according to best practices,This bug requires a backend developer due to its nature.,2025-12-28
BUG_039100,Authorization Bug detected in system,This issue relates to a authorization bug occurring in the application.,404.0,Authorization Bug,Data,GCP,High,Staging,Mobile Developer,Misconfiguration or logic issue related to authorization bug,Review and fix the authorization bug according to best practices,This bug requires a mobile developer due to its nature.,2025-11-26
BUG_039101,Performance Bug detected in system,This issue relates to a performance bug occurring in the application.,400.0,Performance Bug,DevOps,PostgreSQL,Critical,Production,Cloud Engineer,Misconfiguration or logic issue related to performance bug,Review and fix the performance bug according to best practices,This bug requires a cloud engineer due to its nature.,2025-02-21
BUG_039102,Authorization Bug detected in system,This issue relates to a authorization bug occurring in the application.,401.0,Authorization Bug,Backend Systems,PostgreSQL,Critical,Development,Full-Stack Developer,Misconfiguration or logic issue related to authorization bug,Review and fix the authorization bug according to best practices,This bug requires a full-stack developer due to its nature.,2025-11-13
BUG_039103,Monitoring Bug detected in system,This issue relates to a monitoring bug occurring in the application.,500.0,Monitoring Bug,Backend Systems,AWS,Critical,Production,QA Engineer,Misconfiguration or logic issue related to monitoring bug,Review and fix the monitoring bug according to best practices,This bug requires a qa engineer due to its nature.,2025-09-21
BUG_039104,CI/CD Bug detected in system,This issue relates to a ci/cd bug occurring in the application.,404.0,CI/CD Bug,Data,Django,Low,Staging,Security Engineer,Misconfiguration or logic issue related to ci/cd bug,Review and fix the ci/cd bug according to best practices,This bug requires a security engineer due to its nature.,2025-12-12
BUG_039105,Concurrency Bug detected in system,This issue relates to a concurrency bug occurring in the application.,503.0,Concurrency Bug,Cloud,MySQL,Low,Production,DevOps Engineer,Misconfiguration or logic issue related to concurrency bug,Review and fix the concurrency bug according to best practices,This bug requires a devops engineer due to its nature.,2025-09-06
BUG_039106,Database Bug detected in system,This issue relates to a database bug occurring in the application.,503.0,Database Bug,Backend Systems,Django,Medium,Production,Security Engineer,Misconfiguration or logic issue related to database bug,Review and fix the database bug according to best practices,This bug requires a security engineer due to its nature.,2025-03-06
BUG_039107,Performance Bug detected in system,This issue relates to a performance bug occurring in the application.,502.0,Performance Bug,Web Development,React,High,Staging,Frontend Developer,Misconfiguration or logic issue related to performance bug,Review and fix the performance bug according to best practices,This bug requires a frontend developer due to its nature.,2025-05-15
BUG_039108,Authorization Bug detected in system,This issue relates to a authorization bug occurring in the application.,,Authorization Bug,Cloud,AWS,Critical,Development,Mobile Developer,Misconfiguration or logic issue related to authorization bug,Review and fix the authorization bug according to best practices,This bug requires a mobile developer due to its nature.,2025-03-06
BUG_039109,Memory Leak detected in system,This issue relates to a memory leak occurring in the application.,401.0,Memory Leak,Cloud,Kubernetes,Medium,Production,Full-Stack Developer,Misconfiguration or logic issue related to memory leak,Review and fix the memory leak according to best practices,This bug requires a full-stack developer due to its nature.,2025-05-18
BUG_039110,Authorization Bug detected in system,This issue relates to a authorization bug occurring in the application.,500.0,Authorization Bug,Data,Node.js,Medium,Production,Full-Stack Developer,Misconfiguration or logic issue related to authorization bug,Review and fix the authorization bug according to best practices,This bug requires a full-stack developer due to its nature.,2025-11-23
