Startup_ID,Company_Name,Industry,One_Line_Pitch,Founding_Year,Headquarters_Location,Funding_Stage,Last_Funding_Amount_USD_Millions,Number_of_Employees,Website,LinkedIn_Profile,Twitter_Handle,CEO_Name,Core_Technology,Market_Size_Billion_USD
2429,"Phillips, Thomas and Mooney",AI & Machine Learning,Decentralized AI models for edge intelligence.,2024,"Littleland, Korea",Pre-Seed,0.78,7.0,phillipsthomasandmooney.co,https://linkedin.com/company/phillips-thomas-and-mooney,@phillipsthom4989,Jared Hodges,Cloud Computing,150.0
2430,Sullivan-Johnson,Cybersecurity,Augmented SOC analysts with proactive AI copilots.,2023,"Sawyerfort, Angola",Pre-Seed,1.03,6.0,sullivanjohnson.co,https://linkedin.com/company/sullivan-johnson,@sullivanjohn5189,Angela Trevino,Blockchain,150.0
2431,"Mccall, Rodriguez and Walker",SaaS,Embedded generative AI for smarter document automation.,2024,"Hickschester, Tokelau",,,,mccallrodriguezandwalker.tech,https://linkedin.com/company/mccall-rodriguez-and-walker,@mccallrodrig4448,Andrew Graves,Machine Learning,
2432,Strickland-Garcia,PropTech,Real-time occupancy analytics for workspace design.,2018,"North Tanyachester, Ireland",Series B,47.74,,stricklandgarcia.co,https://linkedin.com/company/strickland-garcia,@stricklandga2942,Amy Nelson,Artificial Intelligence,100.0
2433,Tucker PLC,HealthTech,Adaptive care pathways powered by AI feedback.,2016,"North Thomas, Chile",Private Equity,478.86,1107.0,tuckerplc.io,https://linkedin.com/company/tucker-plc,@tuckerplc3958,Nathan Martinez,Edge Computing,5.0
2434,"Martin, Perez and Arnold",Blockchain,Tokenized healthcare benefits managed transparently.,2009,"East Angela, Finland",Series C,57.25,,martinperezandarnold.tech,https://linkedin.com/company/martin-perez-and-arnold,@martinpereza5617,Donald Murphy,Cybersecurity,25.0
2435,Fox LLC,Blockchain,Proof-of-stake innovations for energy efficiency.,2018,"Anthonyview, Bermuda",Seed,1.2,20.0,foxllc.tech,https://linkedin.com/company/fox-llc,@foxllc406,Paul Adams,Blockchain,10.0
2436,"Lang, Perez and Wu",EdTech,AI writing assistants enhancing student essays.,2014,"Lake Darrellbury, Guatemala",Private Equity,,672.0,langperezandwu.io,https://linkedin.com/company/lang-perez-and-wu,@langperezand4225,Samantha Bautista,IoT,25.0
2437,Lee-Coffey,HealthTech,Healthcare data lakes enabling research scalability.,2022,"Penningtonburgh, Seychelles",,,,leecoffey.io,https://linkedin.com/company/lee-coffey,@leecoffey8148,Leslie Mclean,Cybersecurity,30.0
2438,Moody Group,AI & Machine Learning,Adaptive recommendation systems powered by AI feedback loops.,2023,"Davidstad, Zimbabwe",Series B,46.67,43.0,moodygroup.com,https://linkedin.com/company/moody-group,@moodygroup8901,William George MD,NLP,70.0
2439,Johnson PLC,AI & Machine Learning,Automating decisions with AI to unlock efficiency at scale.,2016,"Port Charlesport, Bosnia and Herzegovina",IPO,,1910.0,johnsonplc.app,https://linkedin.com/company/johnson-plc,@johnsonplc2029,Susan Joseph,NLP,40.0
2440,Sanchez-Jones,FinTech,Biometric wallets merging identity and security.,2023,"Monicaberg, Solomon Islands",Series D,206.48,,sanchezjones.co,https://linkedin.com/company/sanchez-jones,@sanchezjones3591,Paige Davis,Deep Learning,150.0
2441,"Baker, Harrison and Ortiz",Social Media,AI personality assistants managing fan interactions.,2021,"Robertsberg, Mexico",Seed,2.08,,bakerharrisonandortiz.app,https://linkedin.com/company/baker-harrison-and-ortiz,@bakerharriso6327,Bradley Hicks,Blockchain,70.0
2442,"House, Walker and Cruz",Food Tech,Smart packaging with freshness detection sensors.,2019,"Tylerside, Norway",Series A,14.54,69.0,housewalkerandcruz.tech,https://linkedin.com/company/house-walker-and-cruz,@housewalkera2578,Allison Cowan,Edge Computing,120.0
2443,Grant-Mejia,Social Media,Generative AI creating personalized content at scale.,2021,"North Jeffrey, Panama",IPO,426.39,1387.0,grantmejia.tech,https://linkedin.com/company/grant-mejia,@grantmejia9112,Susan Wallace,Edge Computing,40.0
2444,Short Group,Blockchain,Cross-chain liquidity pools for DeFi ecosystems.,2024,"West Lisaside, Gibraltar",IPO,709.95,,shortgroup.ai,https://linkedin.com/company/short-group,@shortgroup375,Suzanne Mueller,5G,50.0
2445,"Armstrong, Wolfe and Smith",Gaming,Crowdsourced storytelling integrated into game worlds.,2019,"Jacobtown, Syrian Arab Republic",Private Equity,356.42,461.0,armstrongwolfeandsmith.ai,https://linkedin.com/company/armstrong-wolfe-and-smith,@armstrongwol192,Vincent Knight,Edge Computing,100.0
2446,Norris LLC,CleanTech,Satellite-powered deforestation monitoring at scale.,2022,"New Cathy, Mayotte",Pre-Seed,0.48,2.0,norrisllc.ai,https://linkedin.com/company/norris-llc,@norrisllc9311,James Luna,IoT,120.0
2447,Rivera-Stevens,Gaming,Player-driven DAOs shaping community governance.,2024,"South Katelyn, Holy See (Vatican City State)",Pre-Seed,0.5,7.0,riverastevens.io,https://linkedin.com/company/rivera-stevens,@riverasteven2502,Andrew Ross,Machine Learning,20.0
2448,Wallace Inc,IoT,IoT-powered disaster management and early warnings.,2014,"South Elizabeth, Bangladesh",IPO,987.21,2406.0,wallaceinc.tech,https://linkedin.com/company/wallace-inc,,Steven Brown,Augmented Reality,70.0
2449,Robinson-Smith,PropTech,Dynamic rent pricing optimized by machine learning.,2019,"Jamesfurt, Nicaragua",Series C,109.5,138.0,robinsonsmith.co,https://linkedin.com/company/robinson-smith,@robinsonsmit954,Margaret Sweeney,Virtual Reality,
2450,Adams-Stevens,FinTech,Automated financial reporting AI copilots.,2022,"Heathburgh, Gibraltar",Series A,8.84,97.0,adamsstevens.app,https://linkedin.com/company/adams-stevens,@adamsstevens2749,Robin Schmidt,Artificial Intelligence,90.0
2451,"Lopez, Manning and Santana",Food Tech,Drone-powered food delivery for instant convenience.,2014,"East Kevin, Albania",Series A,11.09,37.0,lopezmanningandsantana.tech,,@lopezmanning1071,Denise Gibson,Virtual Reality,120.0
2452,Parker Ltd,FinTech,Peer-to-peer lending marketplaces with trust guarantees.,2025,"Matthewfurt, Netherlands Antilles",Pre-Seed,0.62,1.0,parkerltd.app,https://linkedin.com/company/parker-ltd,@parkerltd7248,Joseph Stewart,Artificial Intelligence,40.0
2453,Singleton-Richards,SaaS,Microservices-first SaaS maximizing modularity.,2025,"South Grantfort, Mongolia",IPO,665.15,4142.0,singletonrichards.tech,https://linkedin.com/company/singleton-richards,@singletonric5856,Alexis Ramirez,Quantum Computing,90.0
2454,Chavez-Allen,Cybersecurity,Secure DevOps pipelines with built-in compliance.,2008,"East Diane, Niger",Pre-Seed,0.77,5.0,chavezallen.app,https://linkedin.com/company/chavez-allen,,Megan Carter,Cybersecurity,20.0
2455,Galvan Inc,EdTech,Immersive field trips powered by virtual reality.,2021,"Danielleberg, Malta",Series C,130.25,352.0,galvaninc.io,https://linkedin.com/company/galvan-inc,@galvaninc3831,Angel Smith,Virtual Reality,150.0
2456,Jacobs Group,PropTech,Smart sensor networks monitoring building health.,2024,"Lake Christina, Bermuda",Series D,57.5,647.0,jacobsgroup.ai,https://linkedin.com/company/jacobs-group,@jacobsgroup1440,Brett Phillips,Quantum Computing,40.0
2457,Burke and Sons,Blockchain,Digital identity anchors using decentralized identifiers (DIDs).,2024,"West Christophermouth, Mauritius",Seed,2.81,16.0,burkeandsons.ai,https://linkedin.com/company/burke-and-sons,@burkeandsons4023,Cassandra Wilson,Cloud Computing,60.0
2458,"Allen, Thompson and Sullivan",E-commerce,Visual search technology turning images into buying actions.,2009,"South Michele, Syrian Arab Republic",Series B,47.35,,allenthompsonandsullivan.io,https://linkedin.com/company/allen-thompson-and-sullivan,@allenthompso739,Daniel Martinez,5G,100.0
2459,Walton-Maddox,HealthTech,Microbiome insights with machine learning models.,2015,"Port Jerryburgh, Macao",Series B,36.42,75.0,waltonmaddox.com,https://linkedin.com/company/walton-maddox,@waltonmaddox3059,Joseph Pace,Computer Vision,20.0
2460,Smith-Hernandez,CleanTech,Grid-scale optimization for renewable energy reliability.,2024,"Davisshire, Australia",Seed,1.25,15.0,smithhernandez.tech,https://linkedin.com/company/smith-hernandez,@smithhernand4764,David Sanchez,Cloud Computing,100.0
2461,Montgomery-Burns,AI & Machine Learning,Generative AI tools for creating synthetic yet reliable data.,2016,"Millerton, Afghanistan",IPO,513.6,1303.0,montgomeryburns.app,https://linkedin.com/company/montgomery-burns,@montgomerybu1343,Alex Erickson,NLP,120.0
2462,"Peterson, Garcia and Thomas",AI & Machine Learning,Robust ML pipelines ensuring high-quality data inputs.,2020,"Nicholasview, Reunion",Series B,58.95,134.0,petersongarciaandthomas.app,https://linkedin.com/company/peterson-garcia-and-thomas,@petersongarc8237,Jose Richardson DVM,Cybersecurity,15.0
2463,Smith-Cole,PropTech,Predictive energy management reducing building costs.,2018,"East Aaron, South Africa",Series C,56.59,167.0,smithcole.tech,https://linkedin.com/company/smith-cole,,Monica Madden,Edge Computing,100.0
2464,Paul Inc,E-commerce,Customizable global tax compliance in e-commerce systems.,2008,"Curtismouth, Lao People's Democratic Republic",Pre-Seed,,8.0,paulinc.io,https://linkedin.com/company/paul-inc,@paulinc8498,Kimberly Jones,Virtual Reality,5.0
2465,Bennett-Alexander,HealthTech,AI clinical copilots assisting general practitioners.,2019,"Marymouth, American Samoa",Series C,41.36,566.0,bennettalexander.ai,https://linkedin.com/company/bennett-alexander,@bennettalexa9158,Bailey Phillips,Edge Computing,10.0
2466,Gonzalez-Mendez,Gaming,Digital twins for realistic simulation gaming.,2020,"North Elizabethfort, Japan",Seed,3.69,,gonzalezmendez.ai,https://linkedin.com/company/gonzalez-mendez,@gonzalezmend5506,Michelle Morgan,Computer Vision,20.0
2467,Thompson-Ruiz,Gaming,AI-controlled cinematic tools enhancing spectator modes.,2022,"Jonestown, Slovenia",Private Equity,,1552.0,thompsonruiz.co,,,Kristen Underwood,NLP,
2468,"Morris, Kelley and Russell",HealthTech,Embedded AI for ICU patient alerting systems.,2013,"Port Jenniferton, Cape Verde",Series B,57.39,213.0,morriskelleyandrussell.ai,https://linkedin.com/company/morris-kelley-and-russell,@morriskelley283,Benjamin Wilson,5G,
2469,Garrett-Frazier,FinTech,Smart contracts ensuring trustless financial agreements.,2012,"Johnsonfort, Norfolk Island",Series B,,177.0,garrettfrazier.ai,https://linkedin.com/company/garrett-frazier,@garrettfrazi2674,George Taylor,Deep Learning,25.0
2470,Sutton Inc,PropTech,Augmented reality tools for interior design showcase.,2009,"Brendaland, Trinidad and Tobago",Pre-Seed,1.25,2.0,suttoninc.co,https://linkedin.com/company/sutton-inc,@suttoninc8127,Robert Black,Computer Vision,90.0
2471,Holland-Richardson,Blockchain,Tokenized assets with institutional-grade compliance.,2020,"South Christopher, France",,,35.0,hollandrichardson.app,https://linkedin.com/company/holland-richardson,@hollandricha2971,Lisa Lee,Computer Vision,120.0
2472,Johnson Ltd,Social Media,AI-powered safety nets reducing cyberbullying.,2019,"South Maria, Sierra Leone",Pre-Seed,0.67,2.0,johnsonltd.io,https://linkedin.com/company/johnson-ltd,@johnsonltd1805,Laura Medina,NLP,20.0
2473,"Hernandez, Sanchez and Terry",CleanTech,Biodegradable packaging materials with smart tracking.,2012,"East Jordan, Guatemala",Seed,3.62,29.0,hernandezsanchezandterry.app,https://linkedin.com/company/hernandez-sanchez-and-terry,@hernandezsan9973,Lori York,Machine Learning,50.0
2474,Salazar-Martinez,Mobility,Charging grid smart balancing energy demand.,2023,"Fischerside, Rwanda",,,70.0,salazarmartinez.com,https://linkedin.com/company/salazar-martinez,@salazarmarti7032,John Spencer,Virtual Reality,25.0
2475,"Crawford, Peterson and Jones",E-commerce,Digital wallets optimizing checkout frictionlessly.,2024,"Paulahaven, Burundi",Private Equity,498.4,1932.0,crawfordpetersonandjones.com,https://linkedin.com/company/crawford-peterson-and-jones,@crawfordpete9547,Brett Hill,5G,100.0
2476,Olsen LLC,CleanTech,Tech-enabled climate risk modeling for infrastructure.,2008,"Lake Ronnie, French Guiana",Series C,40.69,,olsenllc.com,https://linkedin.com/company/olsen-llc,,Jeremy Mcguire,Artificial Intelligence,120.0
2477,Savage LLC,PropTech,AI copilots spotting investment opportunities.,2008,"Port Drewburgh, Fiji",,,209.0,savagellc.com,https://linkedin.com/company/savage-llc,@savagellc8866,Gregory Rivers,Machine Learning,15.0
2478,Burns LLC,AI & Machine Learning,Cloud-native AI models accelerating enterprise adoption.,2015,"Edwardsfurt, Nicaragua",,,289.0,burnsllc.ai,https://linkedin.com/company/burns-llc,@burnsllc4320,Jason Rice,Cybersecurity,60.0
2479,"Carter, Simmons and Martin",AI & Machine Learning,Cloud-native AI models accelerating enterprise adoption.,2024,"Jeanville, Angola",Series D,,908.0,cartersimmonsandmartin.co,https://linkedin.com/company/carter-simmons-and-martin,@cartersimmon4298,Mario Edwards,5G,80.0
2480,Lane-Arellano,Gaming,Crowdsourced storytelling integrated into game worlds.,2009,"Murphyside, Vanuatu",,,73.0,lanearellano.tech,https://linkedin.com/company/lane-arellano,@lanearellano4493,Brian Cardenas,Augmented Reality,15.0
2481,Cline and Sons,SaaS,Self-healing SaaS infrastructure minimizing downtime risks.,2022,"Liufort, Christmas Island",Series D,94.79,890.0,clineandsons.app,https://linkedin.com/company/cline-and-sons,@clineandsons8744,Crystal Flores,5G,70.0
2482,Austin PLC,IoT,Industrial IoT reducing downtime with predictive alerts.,2009,"West Gail, Ethiopia",Series D,,1190.0,austinplc.ai,https://linkedin.com/company/austin-plc,@austinplc8117,Angel Johnston,5G,25.0
2483,Kim-Patton,SaaS,Voice-enabled commands powering SaaS user interfaces.,2018,"Rachelburgh, Cameroon",Private Equity,56.45,1605.0,kimpatton.co,https://linkedin.com/company/kim-patton,@kimpatton2122,Eileen Snyder,Augmented Reality,150.0
2484,"Riggs, Norris and Bond",Cybersecurity,Identity federation simplifying secure enterprise access.,2021,"West Reneefort, Saint Kitts and Nevis",,,,riggsnorrisandbond.io,https://linkedin.com/company/riggs-norris-and-bond,@riggsnorrisa5054,Shannon Taylor,Deep Learning,25.0
2485,Shields LLC,Gaming,Smart leaderboards powered by real-time analytics.,2009,"South Andrewbury, Pakistan",Private Equity,,522.0,shieldsllc.co,https://linkedin.com/company/shields-llc,@shieldsllc8046,Brandi Carter,Quantum Computing,70.0
2486,"Becker, Arroyo and Mercer",IoT,Smart homes with automated climate control.,2010,"Port John, Kenya",Series A,4.66,,beckerarroyoandmercer.io,https://linkedin.com/company/becker-arroyo-and-mercer,@beckerarroyo3328,Shirley Steele,Cloud Computing,80.0
2487,"Hale, Nelson and Brown",AI & Machine Learning,AI pipelines optimized for continuous delivery and monitoring.,2024,"Freemanmouth, American Samoa",,,159.0,halenelsonandbrown.tech,https://linkedin.com/company/hale-nelson-and-brown,@halenelsonan6398,Jason Robinson,Artificial Intelligence,15.0
2488,Allison PLC,AI & Machine Learning,Automating decisions with AI to unlock efficiency at scale.,2019,"Gonzalezville, Bangladesh",Series A,18.15,21.0,allisonplc.io,https://linkedin.com/company/allison-plc,@allisonplc1951,Sophia Petersen MD,Blockchain,60.0
2489,Vance Ltd,Mobility,AI copilots for ride-hailing route optimization.,2012,"Wesleyview, Brunei Darussalam",Series B,16.34,61.0,vanceltd.com,https://linkedin.com/company/vance-ltd,@vanceltd9905,David Oconnell,5G,15.0
2490,"Harris, Haney and Lewis",IoT,IoT wearables guiding elderly healthcare monitoring.,2011,"Lowefurt, Angola",Series B,23.86,234.0,harrishaneyandlewis.com,https://linkedin.com/company/harris-haney-and-lewis,@harrishaneya4605,Katrina Mays,Computer Vision,5.0
2491,"Fernandez, Sullivan and Cummings",CleanTech,Energy dashboards democratizing sustainability insights.,2014,"Lake Jamietown, Timor-Leste",Series C,106.22,346.0,fernandezsullivanandcummings.tech,https://linkedin.com/company/fernandez-sullivan-and-cummings,@fernandezsul8913,Michael Obrien,NLP,25.0
2492,Macdonald-Mcdowell,FinTech,Digital escrow platforms for secure business exchanges.,2024,"North Anna, Heard Island and McDonald Islands",Seed,,,macdonaldmcdowell.co,https://linkedin.com/company/macdonald-mcdowell,@macdonaldmcd9271,Diana Espinoza,Quantum Computing,15.0
2493,Wilson and Sons,PropTech,AI copilots for property valuation accuracy.,2017,"West Christy, Serbia",Private Equity,,1148.0,wilsonandsons.tech,https://linkedin.com/company/wilson-and-sons,@wilsonandson7131,Susan Arias,Augmented Reality,40.0
2494,Williams-Delgado,SaaS,Multi-cloud compatible SaaS delivering deployment freedom.,2021,"North Danielmouth, French Guiana",Series D,225.57,1173.0,williamsdelgado.tech,https://linkedin.com/company/williams-delgado,@williamsdelg2355,John Cobb,Cybersecurity,40.0
2495,"Baldwin, Kline and May",HealthTech,AI-assisted drug discovery platforms accelerating trials.,2013,"East Stephaniehaven, Morocco",Series C,,267.0,baldwinklineandmay.com,https://linkedin.com/company/baldwin-kline-and-may,@baldwinkline1108,Monica Johnson,Blockchain,150.0
2496,Little-Brown,CleanTech,IoT-powered efficiency for industrial sustainability.,2015,"West Johnstad, Iraq",Series D,141.38,739.0,littlebrown.io,https://linkedin.com/company/little-brown,@littlebrown8369,Jordan Jones,Artificial Intelligence,
2497,Bass and Sons,Blockchain,Multi-sig wallets for enterprise-grade custody.,2009,"West Zacharyborough, Lesotho",Private Equity,293.15,812.0,bassandsons.ai,https://linkedin.com/company/bass-and-sons,@bassandsons8202,Francisco Wagner,IoT,150.0
2498,Williams Ltd,Blockchain,Blockchain-based supply chain ensuring provenance tracking.,2014,"North Sandrahaven, Venezuela",Series B,29.5,78.0,williamsltd.com,https://linkedin.com/company/williams-ltd,@williamsltd6086,Douglas Rodriguez,Blockchain,25.0
